beneficiary_id,beneficiary_type,beneficiary_country_risk,shell_jurisdiction,shell_age_days,ubo_disclosed,shell_newly_incorporated
B2874,business,medium,,,,0
B2875,shell_company,high,Singapore,1363,1,0
B2876,individual,medium,,,,0
B2877,crypto,medium,,,,0
B2878,shell_company,high,BVI,1534,0,0
B2879,business,low,,,,0
B2880,business,high,,,,0
B2881,individual,low,,,,0
B2882,offshore,low,,,,0
B2883,individual,medium,,,,0
B2884,crypto,low,,,,0
B2885,individual,low,,,,0
B2886,individual,low,,,,0
B2887,business,medium,,,,0
B2888,individual,low,,,,0
B2889,individual,high,,,,0
B2890,crypto,low,,,,0
B2891,offshore,high,,,,0
B2892,business,medium,,,,0
B2893,individual,low,,,,0
B2894,business,low,,,,0
B2895,shell_company,high,Panama,1397,0,0
B2896,individual,low,,,,0
B2897,business,medium,,,,0
B2898,individual,low,,,,0
B2899,individual,low,,,,0
B2900,business,low,,,,0
B2901,individual,low,,,,0
B2902,shell_company,medium,Singapore,1653,1,0
B2903,business,low,,,,0
B2904,individual,high,,,,0
B2905,individual,medium,,,,0
B2906,business,low,,,,0
B2907,individual,low,,,,0
B2908,individual,low,,,,0
B2909,shell_company,high,BVI,1707,0,0
B2910,individual,low,,,,0
B2911,individual,low,,,,0
B2912,crypto,low,,,,0
B2913,individual,high,,,,0
B2914,individual,low,,,,0
B2915,individual,medium,,,,0
B2916,business,low,,,,0
B2917,individual,low,,,,0
B2918,business,low,,,,0
B2919,individual,high,,,,0
B2920,individual,low,,,,0
B2921,individual,low,,,,0
B2922,individual,medium,,,,0
B2923,individual,medium,,,,0
B2924,offshore,low,,,,0
B2925,individual,low,,,,0
B2926,individual,low,,,,0
B2927,business,low,,,,0
B2928,crypto,low,,,,0
B2929,business,low,,,,0
B2930,offshore,low,,,,0
B2931,business,low,,,,0
B2932,individual,low,,,,0
B2933,individual,low,,,,0
B2934,business,low,,,,0
B2935,offshore,low,,,,0
B2936,shell_company,high,Luxembourg,1589,1,0
B2937,individual,low,,,,0
B2938,individual,high,,,,0
B2939,business,low,,,,0
B2940,business,low,,,,0
B2941,crypto,low,,,,0
B2942,individual,low,,,,0
B2943,individual,medium,,,,0
B2944,business,low,,,,0
B2945,individual,low,,,,0
B2946,business,medium,,,,0
B2947,individual,low,,,,0
B2948,shell_company,high,BVI,242,0,0
B2949,individual,low,,,,0
B2950,individual,low,,,,0
B2951,business,low,,,,0
B2952,individual,high,,,,0
B2953,individual,high,,,,0
B2954,shell_company,high,Panama,1541,1,0
B2955,business,low,,,,0
B2956,business,low,,,,0
B2957,business,low,,,,0
B2958,individual,low,,,,0
B2959,individual,medium,,,,0
B2960,business,low,,,,0
B2961,individual,low,,,,0
B2962,business,low,,,,0
B2963,business,low,,,,0
B2964,business,low,,,,0
B2965,individual,low,,,,0
B2966,business,high,,,,0
B2967,business,low,,,,0
B2968,individual,high,,,,0
B2969,individual,low,,,,0
B2970,business,medium,,,,0
B2971,individual,low,,,,0
B2972,business,low,,,,0
B2973,individual,low,,,,0
B2974,business,low,,,,0
B2975,individual,high,,,,0
B2976,business,low,,,,0
B2977,individual,medium,,,,0
B2978,shell_company,high,Cayman,583,0,0
B2979,crypto,low,,,,0
B2980,individual,medium,,,,0
B2981,individual,low,,,,0
B2982,individual,low,,,,0
B2983,individual,medium,,,,0
B2984,business,low,,,,0
B2985,individual,high,,,,0
B2986,individual,low,,,,0
B2987,individual,low,,,,0
B2988,individual,medium,,,,0
B2989,business,low,,,,0
B2990,business,low,,,,0
B2991,business,low,,,,0
B2992,individual,low,,,,0
B2993,business,low,,,,0
B2994,individual,low,,,,0
B2995,business,medium,,,,0
B2996,individual,medium,,,,0
B2997,individual,low,,,,0
B2998,individual,medium,,,,0
B2999,business,high,,,,0
B3000,individual,low,,,,0
B3001,business,low,,,,0
B3002,business,low,,,,0
B3003,business,low,,,,0
B3004,individual,medium,,,,0
B3005,business,low,,,,0
B3006,individual,low,,,,0
B3007,individual,medium,,,,0
B3008,business,low,,,,0
B3009,offshore,low,,,,0
B3010,business,low,,,,0
B3011,individual,low,,,,0
B3012,individual,medium,,,,0
B3013,business,high,,,,0
B3014,business,high,,,,0
B3015,individual,low,,,,0
B3016,individual,medium,,,,0
B3017,crypto,high,,,,0
B3018,offshore,medium,,,,0
B3019,individual,high,,,,0
B3020,offshore,high,,,,0
B3021,crypto,low,,,,0
B3022,individual,medium,,,,0
B3023,crypto,low,,,,0
B3024,individual,low,,,,0
B3025,individual,medium,,,,0
B3026,crypto,low,,,,0
B3027,business,low,,,,0
B3028,individual,low,,,,0
B3029,business,medium,,,,0
B3030,individual,low,,,,0
B3031,shell_company,high,Panama,1434,1,0
B3032,individual,low,,,,0
B3033,crypto,low,,,,0
B3034,business,low,,,,0
B3035,individual,high,,,,0
B3036,individual,medium,,,,0
B3037,crypto,medium,,,,0
B3038,individual,low,,,,0
B3039,business,low,,,,0
B3040,individual,low,,,,0
B3041,business,low,,,,0
B3042,business,medium,,,,0
B3043,individual,medium,,,,0
B3044,business,medium,,,,0
B3045,individual,low,,,,0
B3046,business,low,,,,0
B3047,shell_company,high,Cayman,619,0,0
B3048,shell_company,high,Cayman,1674,0,0
B3049,individual,low,,,,0
B3050,offshore,low,,,,0
B3051,individual,low,,,,0
B3052,shell_company,high,Panama,627,1,0
B3053,individual,high,,,,0
B3054,individual,low,,,,0
B3055,individual,high,,,,0
B3056,individual,low,,,,0
B3057,individual,low,,,,0
B3058,business,medium,,,,0
B3059,individual,low,,,,0
B3060,individual,low,,,,0
B3061,individual,low,,,,0
B3062,offshore,low,,,,0
B3063,individual,low,,,,0
B3064,individual,low,,,,0
B3065,individual,medium,,,,0
B3066,business,low,,,,0
B3067,shell_company,high,Delaware,193,0,0
B3068,business,medium,,,,0
B3069,individual,low,,,,0
B3070,individual,low,,,,0
B3071,individual,high,,,,0
B3072,individual,low,,,,0
B3073,individual,low,,,,0
B3074,individual,low,,,,0
B3075,individual,low,,,,0
B3076,individual,high,,,,0
B3077,individual,low,,,,0
B3078,individual,high,,,,0
B3079,individual,medium,,,,0
B3080,individual,low,,,,0
B3081,individual,low,,,,0
B3082,individual,high,,,,0
B3083,individual,medium,,,,0
B3084,individual,low,,,,0
B3085,shell_company,medium,BVI,497,0,0
B3086,business,low,,,,0
B3087,offshore,medium,,,,0
B3088,individual,low,,,,0
B3089,individual,high,,,,0
B3090,offshore,low,,,,0
B3091,crypto,low,,,,0
B3092,business,low,,,,0
B3093,business,low,,,,0
B3094,individual,low,,,,0
B3095,shell_company,high,Luxembourg,577,0,0
B3096,crypto,low,,,,0
B3097,individual,low,,,,0
B3098,individual,low,,,,0
B3099,offshore,medium,,,,0
B3100,crypto,low,,,,0
B3101,business,high,,,,0
B3102,individual,medium,,,,0
B3103,business,low,,,,0
B3104,individual,low,,,,0
B3105,individual,low,,,,0
B3106,individual,low,,,,0
B3107,business,low,,,,0
B3108,business,high,,,,0
B3109,shell_company,medium,Cayman,1319,1,0
B3110,individual,medium,,,,0
B3111,individual,low,,,,0
B3112,individual,medium,,,,0
B3113,business,low,,,,0
B3114,individual,low,,,,0
B3115,individual,low,,,,0
B3116,crypto,low,,,,0
B3117,business,low,,,,0
B3118,crypto,low,,,,0
B3119,crypto,low,,,,0
B3120,individual,medium,,,,0
B3121,individual,low,,,,0
B3122,business,low,,,,0
B3123,offshore,low,,,,0
B3124,shell_company,high,Mauritius,1386,1,0
B3125,individual,low,,,,0
B3126,individual,low,,,,0
B3127,shell_company,high,Singapore,1103,0,0
B3128,individual,low,,,,0
B3129,business,medium,,,,0
B3130,business,medium,,,,0
B3131,offshore,low,,,,0
B3132,shell_company,medium,BVI,164,0,1
B3133,crypto,low,,,,0
B3134,individual,low,,,,0
B3135,individual,medium,,,,0
B3136,business,high,,,,0
B3137,business,low,,,,0
B3138,individual,high,,,,0
B3139,individual,low,,,,0
B3140,business,low,,,,0
B3141,individual,medium,,,,0
B3142,individual,low,,,,0
B3143,individual,medium,,,,0
B3144,individual,medium,,,,0
B3145,individual,low,,,,0
B3146,business,high,,,,0
B3147,individual,low,,,,0
B3148,business,low,,,,0
B3149,business,medium,,,,0
B3150,business,low,,,,0
B3151,shell_company,high,Cayman,1413,0,0
B3152,individual,low,,,,0
B3153,business,low,,,,0
B3154,business,low,,,,0
B3155,crypto,low,,,,0
B3156,business,medium,,,,0
B3157,crypto,medium,,,,0
B3158,individual,low,,,,0
B3159,individual,high,,,,0
B3160,individual,low,,,,0
B3161,individual,high,,,,0
B3162,individual,medium,,,,0
B3163,business,high,,,,0
B3164,business,high,,,,0
B3165,shell_company,medium,BVI,1637,0,0
B3166,crypto,low,,,,0
B3167,business,low,,,,0
B3168,individual,medium,,,,0
B3169,individual,medium,,,,0
B3170,business,low,,,,0
B3171,individual,low,,,,0
B3172,shell_company,medium,BVI,217,0,0
B3173,individual,medium,,,,0
B3174,individual,low,,,,0
B3175,individual,medium,,,,0
B3176,business,low,,,,0
B3177,individual,medium,,,,0
B3178,crypto,low,,,,0
B3179,individual,low,,,,0
B3180,individual,medium,,,,0
B3181,individual,low,,,,0
B3182,individual,high,,,,0
B3183,individual,medium,,,,0
B3184,individual,low,,,,0
B3185,shell_company,medium,BVI,1484,0,0
B3186,individual,low,,,,0
B3187,individual,low,,,,0
B3188,individual,low,,,,0
B3189,business,low,,,,0
B3190,offshore,low,,,,0
B3191,individual,high,,,,0
B3192,offshore,high,,,,0
B3193,individual,medium,,,,0
B3194,business,low,,,,0
B3195,individual,medium,,,,0
B3196,business,low,,,,0
B3197,business,medium,,,,0
B3198,offshore,medium,,,,0
B3199,individual,low,,,,0
B3200,crypto,medium,,,,0
B3201,individual,medium,,,,0
B3202,business,low,,,,0
B3203,individual,low,,,,0
B3204,individual,low,,,,0
B3205,shell_company,medium,Mauritius,153,1,1
B3206,individual,low,,,,0
B3207,crypto,low,,,,0
B3208,individual,low,,,,0
B3209,shell_company,high,BVI,1159,0,0
B3210,individual,high,,,,0
B3211,business,medium,,,,0
B3212,individual,low,,,,0
B3213,business,high,,,,0
B3214,offshore,medium,,,,0
B3215,individual,medium,,,,0
B3216,individual,medium,,,,0
B3217,individual,low,,,,0
B3218,individual,low,,,,0
B3219,offshore,low,,,,0
B3220,business,low,,,,0
B3221,crypto,low,,,,0
B3222,individual,high,,,,0
B3223,individual,high,,,,0
B3224,individual,low,,,,0
B3225,business,medium,,,,0
B3226,individual,high,,,,0
B3227,individual,low,,,,0
B3228,business,low,,,,0
B3229,shell_company,medium,Cayman,586,1,0
B3230,individual,low,,,,0
B3231,individual,low,,,,0
B3232,individual,low,,,,0
B3233,business,low,,,,0
B3234,business,medium,,,,0
B3235,individual,low,,,,0
B3236,individual,low,,,,0
B3237,crypto,low,,,,0
B3238,individual,low,,,,0
B3239,individual,low,,,,0
B3240,individual,low,,,,0
B3241,individual,low,,,,0
B3242,individual,medium,,,,0
B3243,business,low,,,,0
B3244,business,low,,,,0
B3245,individual,low,,,,0
B3246,individual,low,,,,0
B3247,shell_company,high,Mauritius,1557,0,0
B3248,individual,low,,,,0
B3249,offshore,medium,,,,0
B3250,individual,high,,,,0
B3251,business,low,,,,0
B3252,individual,low,,,,0
B3253,individual,high,,,,0
B3254,shell_company,medium,Cayman,664,0,0
B3255,individual,low,,,,0
B3256,individual,low,,,,0
B3257,individual,high,,,,0
B3258,individual,low,,,,0
B3259,business,high,,,,0
B3260,individual,high,,,,0
B3261,business,low,,,,0
B3262,business,low,,,,0
B3263,crypto,high,,,,0
B3264,business,low,,,,0
B3265,business,low,,,,0
B3266,business,low,,,,0
B3267,individual,high,,,,0
B3268,shell_company,medium,Seychelles,490,1,0
B3269,crypto,low,,,,0
B3270,business,low,,,,0
B3271,crypto,medium,,,,0
B3272,shell_company,high,Seychelles,1292,0,0
B3273,individual,high,,,,0
B3274,individual,high,,,,0
B3275,individual,medium,,,,0
B3276,business,medium,,,,0
B3277,individual,low,,,,0
B3278,business,low,,,,0
B3279,individual,low,,,,0
B3280,crypto,medium,,,,0
B3281,crypto,low,,,,0
B3282,business,medium,,,,0
B3283,individual,low,,,,0
B3284,business,medium,,,,0
B3285,offshore,low,,,,0
B3286,individual,medium,,,,0
B3287,individual,low,,,,0
B3288,offshore,low,,,,0
B3289,individual,medium,,,,0
B3290,individual,high,,,,0
B3291,individual,medium,,,,0
B3292,individual,low,,,,0
B3293,shell_company,high,Cayman,1438,0,0
B3294,individual,high,,,,0
B3295,crypto,low,,,,0
B3296,individual,low,,,,0
B3297,individual,low,,,,0
B3298,individual,low,,,,0
B3299,offshore,low,,,,0
B3300,individual,high,,,,0
B3301,business,low,,,,0
B3302,offshore,high,,,,0
B3303,individual,medium,,,,0
B3304,individual,medium,,,,0
B3305,individual,low,,,,0
B3306,business,high,,,,0
B3307,individual,low,,,,0
B3308,business,low,,,,0
B3309,offshore,high,,,,0
B3310,offshore,low,,,,0
B3311,individual,low,,,,0
B3312,individual,medium,,,,0
B3313,business,low,,,,0
B3314,business,high,,,,0
B3315,individual,high,,,,0
B3316,individual,high,,,,0
B3317,individual,medium,,,,0
B3318,individual,low,,,,0
B3319,business,medium,,,,0
B3320,individual,medium,,,,0
B3321,business,low,,,,0
B3322,individual,low,,,,0
B3323,individual,low,,,,0
B3324,individual,low,,,,0
B3325,business,medium,,,,0
B3326,individual,low,,,,0
B3327,individual,medium,,,,0
B3328,business,low,,,,0
B3329,individual,low,,,,0
B3330,crypto,medium,,,,0
B3331,business,low,,,,0
B3332,individual,high,,,,0
B3333,crypto,low,,,,0
B3334,business,low,,,,0
B3335,offshore,low,,,,0
B3336,individual,low,,,,0
B3337,business,low,,,,0
B3338,shell_company,medium,Cayman,777,0,0
B3339,individual,low,,,,0
B3340,individual,low,,,,0
B3341,shell_company,medium,BVI,757,0,0
B3342,individual,low,,,,0
B3343,shell_company,medium,BVI,782,0,0
B3344,business,medium,,,,0
B3345,individual,low,,,,0
B3346,individual,low,,,,0
B3347,business,low,,,,0
B3348,business,high,,,,0
B3349,offshore,low,,,,0
B3350,individual,high,,,,0
B3351,individual,high,,,,0
B3352,business,low,,,,0
B3353,offshore,low,,,,0
B3354,business,low,,,,0
B3355,business,low,,,,0
B3356,offshore,high,,,,0
B3357,offshore,high,,,,0
B3358,individual,low,,,,0
B3359,individual,medium,,,,0
B3360,business,high,,,,0
B3361,individual,high,,,,0
B3362,individual,low,,,,0
B3363,individual,low,,,,0
B3364,crypto,medium,,,,0
B3365,individual,medium,,,,0
B3366,business,low,,,,0
B3367,crypto,low,,,,0
B3368,business,medium,,,,0
B3369,individual,low,,,,0
B3370,individual,high,,,,0
B3371,business,medium,,,,0
B3372,business,low,,,,0
B3373,shell_company,medium,Delaware,948,0,0
B3374,individual,low,,,,0
B3375,offshore,low,,,,0
B3376,business,medium,,,,0
B3377,business,low,,,,0
B3378,shell_company,high,Luxembourg,355,1,0
B3379,offshore,medium,,,,0
B3380,business,low,,,,0
B3381,business,low,,,,0
B3382,individual,medium,,,,0
B3383,crypto,medium,,,,0
B3384,business,low,,,,0
B3385,individual,low,,,,0
B3386,individual,high,,,,0
B3387,individual,low,,,,0
B3388,business,high,,,,0
B3389,business,low,,,,0
B3390,individual,medium,,,,0
B3391,shell_company,medium,BVI,336,0,0
B3392,individual,low,,,,0
B3393,business,high,,,,0
B3394,individual,medium,,,,0
B3395,individual,medium,,,,0
B3396,business,low,,,,0
B3397,individual,medium,,,,0
B3398,offshore,low,,,,0
B3399,individual,medium,,,,0
B3400,individual,medium,,,,0
B3401,individual,high,,,,0
B3402,individual,low,,,,0
B3403,crypto,low,,,,0
B3404,individual,high,,,,0
B3405,business,medium,,,,0
B3406,individual,low,,,,0
B3407,individual,medium,,,,0
B3408,individual,high,,,,0
B3409,crypto,high,,,,0
B3410,crypto,medium,,,,0
B3411,individual,low,,,,0
B3412,business,medium,,,,0
B3413,individual,low,,,,0
B3414,individual,low,,,,0
B3415,offshore,low,,,,0
B3416,individual,high,,,,0
B3417,business,low,,,,0
B3418,crypto,medium,,,,0
B3419,individual,high,,,,0
B3420,individual,medium,,,,0
B3421,individual,medium,,,,0
B3422,shell_company,high,Delaware,1108,0,0
B3423,individual,medium,,,,0
B3424,offshore,medium,,,,0
B3425,business,low,,,,0
B3426,individual,low,,,,0
B3427,individual,medium,,,,0
B3428,individual,medium,,,,0
B3429,individual,medium,,,,0
B3430,shell_company,medium,Luxembourg,1660,0,0
B3431,individual,low,,,,0
B3432,individual,low,,,,0
B3433,business,low,,,,0
B3434,individual,high,,,,0
B3435,business,medium,,,,0
B3436,individual,low,,,,0
B3437,individual,low,,,,0
B3438,individual,medium,,,,0
B3439,individual,low,,,,0
B3440,individual,medium,,,,0
B3441,business,low,,,,0
B3442,individual,medium,,,,0
B3443,individual,medium,,,,0
B3444,individual,medium,,,,0
B3445,individual,medium,,,,0
B3446,shell_company,high,Panama,1298,0,0
B3447,individual,medium,,,,0
B3448,business,medium,,,,0
B3449,individual,low,,,,0
B3450,crypto,medium,,,,0
B3451,individual,low,,,,0
B3452,business,low,,,,0
B3453,business,low,,,,0
B3454,business,medium,,,,0
B3455,individual,low,,,,0
B3456,business,low,,,,0
B3457,crypto,low,,,,0
B3458,business,low,,,,0
B3459,individual,low,,,,0
B3460,individual,low,,,,0
B3461,individual,low,,,,0
B3462,individual,low,,,,0
B3463,individual,low,,,,0
B3464,shell_company,high,Mauritius,621,0,0
B3465,individual,low,,,,0
B3466,individual,low,,,,0
B3467,individual,low,,,,0
B3468,business,medium,,,,0
B3469,individual,medium,,,,0
B3470,individual,low,,,,0
B3471,business,low,,,,0
B3472,individual,low,,,,0
B3473,business,low,,,,0
B3474,shell_company,high,BVI,1801,0,0
B3475,individual,low,,,,0
B3476,offshore,low,,,,0
B3477,individual,low,,,,0
B3478,business,high,,,,0
B3479,business,low,,,,0
B3480,individual,low,,,,0
B3481,individual,high,,,,0
B3482,business,high,,,,0
B3483,individual,low,,,,0
B3484,individual,high,,,,0
B3485,individual,high,,,,0
B3486,individual,low,,,,0
B3487,business,low,,,,0
B3488,offshore,low,,,,0
B3489,individual,low,,,,0
B3490,individual,low,,,,0
B3491,individual,medium,,,,0
B3492,individual,low,,,,0
B3493,individual,medium,,,,0
B3494,business,low,,,,0
B3495,individual,low,,,,0
B3496,business,low,,,,0
B3497,individual,medium,,,,0
B3498,individual,medium,,,,0
B3499,business,low,,,,0
B3500,individual,low,,,,0
B3501,shell_company,high,Seychelles,826,1,0
B3502,individual,high,,,,0
B3503,business,low,,,,0
B3504,individual,low,,,,0
B3505,business,low,,,,0
B3506,offshore,low,,,,0
B3507,individual,low,,,,0
B3508,individual,low,,,,0
B3509,shell_company,high,BVI,1193,0,0
B3510,individual,low,,,,0
B3511,individual,high,,,,0
B3512,shell_company,high,Panama,915,0,0
B3513,business,low,,,,0
B3514,individual,low,,,,0
B3515,individual,low,,,,0
B3516,individual,low,,,,0
B3517,individual,low,,,,0
B3518,individual,low,,,,0
B3519,individual,low,,,,0
B3520,offshore,low,,,,0
B3521,individual,low,,,,0
B3522,individual,low,,,,0
B3523,individual,medium,,,,0
B3524,individual,medium,,,,0
B3525,individual,medium,,,,0
B3526,individual,medium,,,,0
B3527,individual,low,,,,0
B3528,business,low,,,,0
B3529,business,medium,,,,0
B3530,individual,low,,,,0
B3531,individual,low,,,,0
B3532,business,low,,,,0
B3533,offshore,medium,,,,0
B3534,offshore,medium,,,,0
B3535,individual,low,,,,0
B3536,individual,low,,,,0
B3537,individual,low,,,,0
B3538,individual,low,,,,0
B3539,individual,low,,,,0
B3540,individual,high,,,,0
B3541,crypto,medium,,,,0
B3542,individual,medium,,,,0
B3543,offshore,medium,,,,0
B3544,shell_company,high,BVI,740,0,0
B3545,individual,low,,,,0
B3546,individual,low,,,,0
B3547,business,high,,,,0
B3548,individual,low,,,,0
B3549,individual,low,,,,0
B3550,shell_company,high,Cayman,147,0,1
B3551,business,medium,,,,0
B3552,business,medium,,,,0
B3553,individual,low,,,,0
B3554,business,low,,,,0
B3555,individual,medium,,,,0
B3556,business,low,,,,0
B3557,business,medium,,,,0
B3558,individual,low,,,,0
B3559,business,low,,,,0
B3560,individual,low,,,,0
B3561,individual,low,,,,0
B3562,crypto,medium,,,,0
B3563,business,medium,,,,0
B3564,business,high,,,,0
B3565,business,medium,,,,0
B3566,individual,high,,,,0
B3567,individual,low,,,,0
B3568,offshore,low,,,,0
B3569,individual,medium,,,,0
B3570,individual,low,,,,0
B3571,individual,low,,,,0
B3572,individual,high,,,,0
B3573,offshore,high,,,,0
B3574,individual,medium,,,,0
B3575,business,high,,,,0
B3576,individual,medium,,,,0
B3577,individual,low,,,,0
B3578,business,low,,,,0
B3579,crypto,low,,,,0
B3580,individual,low,,,,0
B3581,individual,low,,,,0
B3582,individual,medium,,,,0
B3583,crypto,low,,,,0
B3584,individual,high,,,,0
B3585,business,low,,,,0
B3586,offshore,high,,,,0
B3587,individual,medium,,,,0
B3588,business,low,,,,0
B3589,business,low,,,,0
B3590,individual,low,,,,0
B3591,individual,medium,,,,0
B3592,individual,low,,,,0
B3593,individual,medium,,,,0
B3594,individual,low,,,,0
B3595,individual,high,,,,0
B3596,individual,low,,,,0
B3597,shell_company,medium,BVI,1709,0,0
B3598,individual,low,,,,0
B3599,individual,medium,,,,0
B3600,business,low,,,,0
B3601,shell_company,high,BVI,1556,0,0
B3602,business,high,,,,0
B3603,individual,medium,,,,0
B3604,shell_company,medium,Delaware,958,1,0
B3605,offshore,medium,,,,0
B3606,individual,low,,,,0
B3607,shell_company,high,Delaware,207,0,0
B3608,business,low,,,,0
B3609,crypto,low,,,,0
B3610,individual,low,,,,0
B3611,individual,high,,,,0
B3612,business,low,,,,0
B3613,business,low,,,,0
B3614,crypto,medium,,,,0
B3615,individual,high,,,,0
B3616,shell_company,high,Seychelles,1110,1,0
B3617,crypto,low,,,,0
B3618,individual,medium,,,,0
B3619,individual,low,,,,0
B3620,shell_company,medium,BVI,1460,1,0
B3621,individual,low,,,,0
B3622,business,low,,,,0
B3623,individual,medium,,,,0
B3624,individual,low,,,,0
B3625,individual,medium,,,,0
B3626,individual,low,,,,0
B3627,individual,low,,,,0
B3628,business,medium,,,,0
B3629,individual,low,,,,0
B3630,individual,high,,,,0
B3631,individual,medium,,,,0
B3632,individual,low,,,,0
B3633,individual,low,,,,0
B3634,crypto,medium,,,,0
B3635,individual,low,,,,0
B3636,crypto,high,,,,0
B3637,individual,low,,,,0
B3638,business,high,,,,0
B3639,individual,low,,,,0
B3640,individual,medium,,,,0
B3641,individual,medium,,,,0
B3642,individual,low,,,,0
B3643,individual,low,,,,0
B3644,shell_company,high,BVI,1382,0,0
B3645,individual,low,,,,0
B3646,business,medium,,,,0
B3647,shell_company,high,BVI,1035,0,0
B3648,business,low,,,,0
B3649,individual,medium,,,,0
B3650,individual,medium,,,,0
B3651,business,low,,,,0
B3652,individual,low,,,,0
B3653,shell_company,high,Luxembourg,581,0,0
B3654,shell_company,high,BVI,1217,0,0
B3655,offshore,medium,,,,0
B3656,individual,low,,,,0
B3657,business,low,,,,0
B3658,offshore,low,,,,0
B3659,business,low,,,,0
B3660,business,low,,,,0
B3661,business,high,,,,0
B3662,individual,medium,,,,0
B3663,offshore,high,,,,0
B3664,individual,low,,,,0
B3665,business,low,,,,0
B3666,individual,medium,,,,0
B3667,individual,medium,,,,0
B3668,business,medium,,,,0
B3669,individual,high,,,,0
B3670,individual,medium,,,,0
B3671,individual,medium,,,,0
B3672,individual,medium,,,,0
B3673,individual,low,,,,0
B3674,individual,medium,,,,0
B3675,individual,medium,,,,0
B3676,business,low,,,,0
B3677,individual,low,,,,0
B3678,individual,low,,,,0
B3679,individual,high,,,,0
B3680,shell_company,medium,BVI,983,1,0
B3681,individual,low,,,,0
B3682,offshore,high,,,,0
B3683,individual,low,,,,0
B3684,offshore,low,,,,0
B3685,individual,medium,,,,0
B3686,business,low,,,,0
B3687,shell_company,medium,Seychelles,1248,0,0
B3688,business,medium,,,,0
B3689,business,high,,,,0
B3690,individual,low,,,,0
B3691,business,low,,,,0
B3692,business,low,,,,0
B3693,individual,high,,,,0
B3694,shell_company,high,Cayman,638,0,0
B3695,individual,low,,,,0
B3696,offshore,medium,,,,0
B3697,business,medium,,,,0
B3698,crypto,low,,,,0
B3699,offshore,high,,,,0
B3700,individual,medium,,,,0
B3701,individual,low,,,,0
B3702,shell_company,high,BVI,1512,0,0
B3703,individual,medium,,,,0
B3704,business,low,,,,0
B3705,offshore,high,,,,0
B3706,individual,high,,,,0
B3707,business,low,,,,0
B3708,individual,low,,,,0
B3709,individual,low,,,,0
B3710,individual,low,,,,0
B3711,individual,low,,,,0
B3712,individual,low,,,,0
B3713,individual,medium,,,,0
B3714,individual,medium,,,,0
B3715,individual,medium,,,,0
B3716,individual,high,,,,0
B3717,business,low,,,,0
B3718,individual,medium,,,,0
B3719,individual,low,,,,0
B3720,individual,low,,,,0
B3721,individual,low,,,,0
B3722,individual,low,,,,0
B3723,individual,low,,,,0
B3724,individual,low,,,,0
B3725,individual,low,,,,0
B3726,business,low,,,,0
B3727,shell_company,high,Delaware,1290,0,0
B3728,individual,low,,,,0
B3729,individual,low,,,,0
B3730,individual,low,,,,0
B3731,business,low,,,,0
B3732,individual,low,,,,0
B3733,individual,low,,,,0
B3734,individual,medium,,,,0
B3735,individual,low,,,,0
B3736,individual,low,,,,0
B3737,offshore,low,,,,0
B3738,individual,medium,,,,0
B3739,business,high,,,,0
B3740,business,low,,,,0
B3741,individual,low,,,,0
B3742,individual,low,,,,0
B3743,shell_company,high,Luxembourg,581,0,0
B3744,business,low,,,,0
B3745,business,medium,,,,0
B3746,individual,medium,,,,0
B3747,individual,high,,,,0
B3748,individual,low,,,,0
B3749,individual,high,,,,0
B3750,crypto,medium,,,,0
B3751,business,medium,,,,0
B3752,individual,medium,,,,0
B3753,individual,low,,,,0
B3754,individual,low,,,,0
B3755,shell_company,high,BVI,636,0,0
B3756,business,medium,,,,0
B3757,business,high,,,,0
B3758,individual,low,,,,0
B3759,individual,low,,,,0
B3760,individual,low,,,,0
B3761,individual,low,,,,0
B3762,business,low,,,,0
B3763,crypto,low,,,,0
B3764,individual,low,,,,0
B3765,crypto,high,,,,0
B3766,individual,low,,,,0
B3767,individual,medium,,,,0
B3768,individual,low,,,,0
B3769,individual,low,,,,0
B3770,individual,low,,,,0
B3771,business,low,,,,0
B3772,offshore,low,,,,0
B3773,individual,medium,,,,0
B3774,offshore,low,,,,0
B3775,crypto,low,,,,0
B3776,individual,high,,,,0
B3777,business,low,,,,0
B3778,individual,medium,,,,0
B3779,individual,low,,,,0
B3780,individual,medium,,,,0
B3781,business,low,,,,0
B3782,shell_company,medium,Panama,1116,0,0
B3783,individual,medium,,,,0
B3784,business,medium,,,,0
B3785,individual,low,,,,0
B3786,shell_company,medium,Cayman,444,0,0
B3787,individual,low,,,,0
B3788,individual,low,,,,0
B3789,individual,low,,,,0
B3790,shell_company,high,BVI,1309,1,0
B3791,individual,low,,,,0
B3792,individual,low,,,,0
B3793,individual,low,,,,0
B3794,shell_company,medium,BVI,47,0,1
B3795,offshore,medium,,,,0
B3796,business,low,,,,0
B3797,individual,low,,,,0
B3798,shell_company,medium,Seychelles,1150,0,0
B3799,individual,medium,,,,0
B3800,individual,medium,,,,0
B3801,individual,low,,,,0
B3802,individual,medium,,,,0
B3803,individual,high,,,,0
B3804,individual,high,,,,0
B3805,business,medium,,,,0
B3806,business,medium,,,,0
B3807,individual,low,,,,0
B3808,individual,low,,,,0
B3809,business,medium,,,,0
B3810,offshore,low,,,,0
B3811,individual,high,,,,0
B3812,business,high,,,,0
B3813,business,medium,,,,0
B3814,individual,high,,,,0
B3815,individual,low,,,,0
B3816,offshore,low,,,,0
B3817,business,low,,,,0
